"","2011","2012","2013","2014","2015","2016","2017","2018"
"Praça da Criança",,,,,0.00112532480953534,8.41487465392347e-05,2.30680507497117e-05,0
"Caro Watson Escape Game",,,,,,0,0.00264440393398451,0.000365841438144708
"Galleria D'arte Giovanni Bocchi",,,,,,0,,
"Vinicola Masotti",,,,,,8.06605512895985e-05,0.000115236977982076,0.0020433465251878
"Capela Cristo Ressuscitado",,,,,,,0,
"Casa Seganfredo",,,,,,,5.92145690184906e-05,4.98102466793169e-05
"Chave-Mestra Escape Game Gramado",,,,,,,0.00216834260083232,0.00193886764788344
"Igreja Metodista",,,,,,,0,0.00118564435121172
"Parque do Palácio",,,,,,,0,
"Caminho das Estrelas",,,,,,,,0.00356021696153374
"Cascata Véu de Noiva",,,,,,,,0.000606355849322601
"Estátua do Maestro Eleazar de Carvalho",,,,,,,,0.00198513338513338
"Praça do Moínho",,,,,,,,0.000163218411877763
"Trem Maria Fumaça",,,,,,,,0.000336134453781513
